"division","variant","count","total","collection_date","collection_date_num","prop","location","DATE_NUM"
"Assam","Alpha",0,27,2021-10-04,18904,0,"Assam",18904
"Assam","Alpha",0,35,2021-10-11,18911,0,"Assam",18911
"Assam","Alpha",0,37,2021-10-18,18918,0,"Assam",18918
"Assam","Alpha",0,26,2021-10-25,18925,0,"Assam",18925
"Assam","Alpha",0,41,2021-11-01,18932,0,"Assam",18932
"Assam","Alpha",0,42,2021-11-08,18939,0,"Assam",18939
"Assam","Alpha",0,28,2021-11-15,18946,0,"Assam",18946
"Assam","Alpha",0,42,2021-11-22,18953,0,"Assam",18953
"Assam","Alpha",0,36,2021-11-29,18960,0,"Assam",18960
"Assam","Alpha",0,63,2021-12-06,18967,0,"Assam",18967
"Assam","Alpha",0,22,2021-12-13,18974,0,"Assam",18974
"Assam","Alpha",0,23,2021-12-20,18981,0,"Assam",18981
"Assam","Alpha",0,54,2021-12-27,18988,0,"Assam",18988
"Assam","Alpha",0,167,2022-01-03,18995,0,"Assam",18995
"Assam","Alpha",0,70,2022-01-10,19002,0,"Assam",19002
"Assam","Alpha",0,59,2022-01-17,19009,0,"Assam",19009
"Assam","Alpha",0,86,2022-01-24,19016,0,"Assam",19016
"Assam","Alpha",0,42,2022-01-31,19023,0,"Assam",19023
"Assam","Alpha",0,8,2022-02-07,19030,0,"Assam",19030
"Assam","Alpha",0,1,2022-02-14,19037,0,"Assam",19037
"Assam","Alpha",0,1,2022-04-18,19100,0,"Assam",19100
"Assam","Alpha",0,1,2022-04-25,19107,0,"Assam",19107
"Assam","Alpha",0,1,2022-05-30,19142,0,"Assam",19142
"Assam","Alpha",0,4,2022-06-20,19163,0,"Assam",19163
"Assam","Alpha",0,134,2022-06-27,19170,0,"Assam",19170
"Assam","Alpha",0,125,2022-07-04,19177,0,"Assam",19177
"Assam","Alpha",0,48,2022-07-11,19184,0,"Assam",19184
"Assam","Alpha",0,34,2022-07-18,19191,0,"Assam",19191
"Chandigarh","Alpha",0,3,2020-06-01,18414,0,"Chandigarh",18414
"Chandigarh","Alpha",0,1,2020-06-08,18421,0,"Chandigarh",18421
"Chandigarh","Alpha",0,2,2020-06-15,18428,0,"Chandigarh",18428
"Chandigarh","Alpha",0,1,2020-06-22,18435,0,"Chandigarh",18435
"Chandigarh","Alpha",0,2,2020-07-13,18456,0,"Chandigarh",18456
"Chandigarh","Alpha",0,2,2020-08-03,18477,0,"Chandigarh",18477
"Chandigarh","Alpha",0,1,2020-08-10,18484,0,"Chandigarh",18484
"Chandigarh","Alpha",0,3,2020-08-24,18498,0,"Chandigarh",18498
"Chandigarh","Alpha",0,1,2020-09-21,18526,0,"Chandigarh",18526
"Chandigarh","Alpha",0,13,2020-12-07,18603,0,"Chandigarh",18603
"Chandigarh","Alpha",0,10,2020-12-14,18610,0,"Chandigarh",18610
"Chandigarh","Alpha",0,5,2020-12-21,18617,0,"Chandigarh",18617
"Chandigarh","Alpha",12,13,2021-03-08,18694,0.923076923076923,"Chandigarh",18694
"Chandigarh","Alpha",38,43,2021-03-15,18701,0.883720930232558,"Chandigarh",18701
"Chandigarh","Alpha",2,7,2021-03-22,18708,0.285714285714286,"Chandigarh",18708
"Chandigarh","Alpha",23,23,2021-03-29,18715,1,"Chandigarh",18715
"Chandigarh","Alpha",13,26,2021-04-05,18722,0.5,"Chandigarh",18722
"Chandigarh","Alpha",3,7,2021-04-12,18729,0.428571428571429,"Chandigarh",18729
"Chandigarh","Alpha",4,15,2021-04-19,18736,0.266666666666667,"Chandigarh",18736
"Chandigarh","Alpha",3,16,2021-04-26,18743,0.1875,"Chandigarh",18743
"Chandigarh","Alpha",2,22,2021-05-03,18750,0.0909090909090909,"Chandigarh",18750
"Chandigarh","Alpha",0,9,2021-05-10,18757,0,"Chandigarh",18757
"Chandigarh","Alpha",5,32,2021-05-17,18764,0.15625,"Chandigarh",18764
"Chandigarh","Alpha",0,16,2021-05-24,18771,0,"Chandigarh",18771
"Chandigarh","Alpha",0,11,2021-05-31,18778,0,"Chandigarh",18778
"Chandigarh","Alpha",0,24,2021-06-07,18785,0,"Chandigarh",18785
"Chandigarh","Alpha",0,20,2021-06-14,18792,0,"Chandigarh",18792
"Chandigarh","Alpha",0,19,2021-06-21,18799,0,"Chandigarh",18799
"Chandigarh","Alpha",0,9,2021-06-28,18806,0,"Chandigarh",18806
"Chandigarh","Alpha",0,16,2021-07-05,18813,0,"Chandigarh",18813
"Chandigarh","Alpha",0,10,2021-07-12,18820,0,"Chandigarh",18820
"Chandigarh","Alpha",0,7,2021-07-19,18827,0,"Chandigarh",18827
"Chandigarh","Alpha",0,5,2021-07-26,18834,0,"Chandigarh",18834
"Chandigarh","Alpha",0,8,2021-08-02,18841,0,"Chandigarh",18841
"Chandigarh","Alpha",0,14,2021-08-09,18848,0,"Chandigarh",18848
"Chandigarh","Alpha",0,13,2021-08-16,18855,0,"Chandigarh",18855
"Chandigarh","Alpha",0,12,2021-08-23,18862,0,"Chandigarh",18862
"Chandigarh","Alpha",0,7,2021-08-30,18869,0,"Chandigarh",18869
"Chandigarh","Alpha",0,10,2021-09-06,18876,0,"Chandigarh",18876
"Chandigarh","Alpha",0,21,2021-09-13,18883,0,"Chandigarh",18883
"Chandigarh","Alpha",0,18,2021-09-20,18890,0,"Chandigarh",18890
"Chandigarh","Alpha",0,17,2021-09-27,18897,0,"Chandigarh",18897
"Chandigarh","Alpha",0,18,2021-10-04,18904,0,"Chandigarh",18904
"Chandigarh","Alpha",0,10,2021-10-11,18911,0,"Chandigarh",18911
"Chandigarh","Alpha",0,13,2021-10-18,18918,0,"Chandigarh",18918
"Chandigarh","Alpha",0,22,2021-10-25,18925,0,"Chandigarh",18925
"Chandigarh","Alpha",0,9,2021-11-01,18932,0,"Chandigarh",18932
"Chandigarh","Alpha",0,9,2021-11-08,18939,0,"Chandigarh",18939
"Chandigarh","Alpha",0,9,2021-11-15,18946,0,"Chandigarh",18946
"Chandigarh","Alpha",0,25,2021-11-22,18953,0,"Chandigarh",18953
"Chandigarh","Alpha",0,15,2021-11-29,18960,0,"Chandigarh",18960
"Chandigarh","Alpha",0,2,2021-12-06,18967,0,"Chandigarh",18967
"Chandigarh","Alpha",0,2,2021-12-20,18981,0,"Chandigarh",18981
"Chandigarh","Alpha",0,4,2022-01-17,19009,0,"Chandigarh",19009
"Chandigarh","Alpha",0,2,2022-01-24,19016,0,"Chandigarh",19016
"Chandigarh","Alpha",0,1,2022-02-07,19030,0,"Chandigarh",19030
"Chandigarh","Alpha",0,6,2022-04-18,19100,0,"Chandigarh",19100
"Chandigarh","Alpha",0,2,2022-05-09,19121,0,"Chandigarh",19121
"Chandigarh","Alpha",0,4,2022-05-16,19128,0,"Chandigarh",19128
"Chandigarh","Alpha",0,11,2022-05-23,19135,0,"Chandigarh",19135
"Chandigarh","Alpha",0,16,2022-05-30,19142,0,"Chandigarh",19142
"Chandigarh","Alpha",0,4,2022-06-06,19149,0,"Chandigarh",19149
"Chandigarh","Alpha",0,10,2022-06-13,19156,0,"Chandigarh",19156
"Chandigarh","Alpha",0,2,2022-06-20,19163,0,"Chandigarh",19163
"Chhattisgarh","Alpha",0,1,2020-06-29,18442,0,"Chhattisgarh",18442
"Chhattisgarh","Alpha",0,2,2020-07-13,18456,0,"Chhattisgarh",18456
"Chhattisgarh","Alpha",0,1,2020-09-14,18519,0,"Chhattisgarh",18519
"Chhattisgarh","Alpha",0,2,2020-11-23,18589,0,"Chhattisgarh",18589
"Chhattisgarh","Alpha",0,3,2020-11-30,18596,0,"Chhattisgarh",18596
"Chhattisgarh","Alpha",0,2,2020-12-07,18603,0,"Chhattisgarh",18603
"Chhattisgarh","Alpha",0,5,2020-12-14,18610,0,"Chhattisgarh",18610
"Chhattisgarh","Alpha",0,11,2020-12-21,18617,0,"Chhattisgarh",18617
"Chhattisgarh","Alpha",0,1,2020-12-28,18624,0,"Chhattisgarh",18624
"Chhattisgarh","Alpha",0,1,2021-01-04,18631,0,"Chhattisgarh",18631
"Chhattisgarh","Alpha",0,92,2021-01-11,18638,0,"Chhattisgarh",18638
"Chhattisgarh","Alpha",1,19,2021-01-18,18645,0.0526315789473684,"Chhattisgarh",18645
"Chhattisgarh","Alpha",0,12,2021-01-25,18652,0,"Chhattisgarh",18652
"Chhattisgarh","Alpha",0,40,2021-02-01,18659,0,"Chhattisgarh",18659
"Chhattisgarh","Alpha",0,15,2021-02-08,18666,0,"Chhattisgarh",18666
"Chhattisgarh","Alpha",1,19,2021-02-15,18673,0.0526315789473684,"Chhattisgarh",18673
"Chhattisgarh","Alpha",6,43,2021-02-22,18680,0.13953488372093,"Chhattisgarh",18680
"Chhattisgarh","Alpha",2,36,2021-03-01,18687,0.0555555555555556,"Chhattisgarh",18687
"Chhattisgarh","Alpha",6,39,2021-03-08,18694,0.153846153846154,"Chhattisgarh",18694
"Chhattisgarh","Alpha",5,87,2021-03-15,18701,0.0574712643678161,"Chhattisgarh",18701
"Chhattisgarh","Alpha",1,46,2021-03-22,18708,0.0217391304347826,"Chhattisgarh",18708
"Chhattisgarh","Alpha",1,198,2021-03-29,18715,0.00505050505050505,"Chhattisgarh",18715
"Chhattisgarh","Alpha",2,172,2021-04-05,18722,0.0116279069767442,"Chhattisgarh",18722
"Chhattisgarh","Alpha",0,246,2021-04-12,18729,0,"Chhattisgarh",18729
"Chhattisgarh","Alpha",0,49,2021-04-19,18736,0,"Chhattisgarh",18736
"Chhattisgarh","Alpha",0,80,2021-04-26,18743,0,"Chhattisgarh",18743
"Chhattisgarh","Alpha",0,112,2021-05-03,18750,0,"Chhattisgarh",18750
"Chhattisgarh","Alpha",0,92,2021-05-10,18757,0,"Chhattisgarh",18757
"Chhattisgarh","Alpha",0,175,2021-05-17,18764,0,"Chhattisgarh",18764
"Chhattisgarh","Alpha",0,43,2021-05-24,18771,0,"Chhattisgarh",18771
"Chhattisgarh","Alpha",0,46,2021-05-31,18778,0,"Chhattisgarh",18778
"Chhattisgarh","Alpha",0,15,2021-06-07,18785,0,"Chhattisgarh",18785
"Chhattisgarh","Alpha",0,17,2021-06-14,18792,0,"Chhattisgarh",18792
"Chhattisgarh","Alpha",0,21,2021-06-28,18806,0,"Chhattisgarh",18806
"Chhattisgarh","Alpha",0,13,2021-07-05,18813,0,"Chhattisgarh",18813
"Chhattisgarh","Alpha",0,25,2021-07-12,18820,0,"Chhattisgarh",18820
"Chhattisgarh","Alpha",0,8,2021-07-19,18827,0,"Chhattisgarh",18827
"Chhattisgarh","Alpha",0,10,2021-07-26,18834,0,"Chhattisgarh",18834
"Chhattisgarh","Alpha",0,34,2021-08-02,18841,0,"Chhattisgarh",18841
"Chhattisgarh","Alpha",0,15,2021-08-09,18848,0,"Chhattisgarh",18848
"Chhattisgarh","Alpha",0,15,2021-08-16,18855,0,"Chhattisgarh",18855
"Chhattisgarh","Alpha",0,9,2021-08-23,18862,0,"Chhattisgarh",18862
"Chhattisgarh","Alpha",0,2,2021-08-30,18869,0,"Chhattisgarh",18869
"Chhattisgarh","Alpha",0,4,2021-09-06,18876,0,"Chhattisgarh",18876
"Chhattisgarh","Alpha",0,1,2021-10-04,18904,0,"Chhattisgarh",18904
"Chhattisgarh","Alpha",0,1,2021-10-11,18911,0,"Chhattisgarh",18911
"Chhattisgarh","Alpha",0,9,2021-10-18,18918,0,"Chhattisgarh",18918
"Chhattisgarh","Alpha",0,6,2021-10-25,18925,0,"Chhattisgarh",18925
"Chhattisgarh","Alpha",0,11,2021-11-01,18932,0,"Chhattisgarh",18932
"Chhattisgarh","Alpha",0,24,2021-11-08,18939,0,"Chhattisgarh",18939
"Chhattisgarh","Alpha",0,19,2021-11-15,18946,0,"Chhattisgarh",18946
"Chhattisgarh","Alpha",0,32,2021-11-22,18953,0,"Chhattisgarh",18953
"Chhattisgarh","Alpha",0,42,2021-11-29,18960,0,"Chhattisgarh",18960
"Chhattisgarh","Alpha",0,49,2021-12-06,18967,0,"Chhattisgarh",18967
"Chhattisgarh","Alpha",0,30,2021-12-13,18974,0,"Chhattisgarh",18974
"Chhattisgarh","Alpha",0,10,2021-12-20,18981,0,"Chhattisgarh",18981
"Chhattisgarh","Alpha",0,43,2021-12-27,18988,0,"Chhattisgarh",18988
"Chhattisgarh","Alpha",0,52,2022-01-03,18995,0,"Chhattisgarh",18995
"Chhattisgarh","Alpha",0,31,2022-01-10,19002,0,"Chhattisgarh",19002
"Chhattisgarh","Alpha",0,51,2022-01-17,19009,0,"Chhattisgarh",19009
"Chhattisgarh","Alpha",0,64,2022-01-24,19016,0,"Chhattisgarh",19016
"Chhattisgarh","Alpha",0,47,2022-01-31,19023,0,"Chhattisgarh",19023
"Chhattisgarh","Alpha",0,5,2022-02-07,19030,0,"Chhattisgarh",19030
"Chhattisgarh","Alpha",0,1,2022-05-30,19142,0,"Chhattisgarh",19142
"Chhattisgarh","Alpha",0,7,2022-06-06,19149,0,"Chhattisgarh",19149
"Chhattisgarh","Alpha",0,37,2022-06-13,19156,0,"Chhattisgarh",19156
"Chhattisgarh","Alpha",0,34,2022-06-20,19163,0,"Chhattisgarh",19163
"Chhattisgarh","Alpha",0,14,2022-06-27,19170,0,"Chhattisgarh",19170
"Chhattisgarh","Alpha",0,10,2022-07-04,19177,0,"Chhattisgarh",19177
"Chhattisgarh","Alpha",0,6,2022-07-11,19184,0,"Chhattisgarh",19184
"Delhi","Alpha",0,43,2020-06-01,18414,0,"Delhi",18414
"Delhi","Alpha",0,65,2020-06-08,18421,0,"Delhi",18421
"Delhi","Alpha",0,32,2020-06-15,18428,0,"Delhi",18428
"Delhi","Alpha",0,5,2020-06-22,18435,0,"Delhi",18435
"Delhi","Alpha",0,9,2020-07-27,18470,0,"Delhi",18470
"Delhi","Alpha",0,22,2020-08-03,18477,0,"Delhi",18477
"Delhi","Alpha",0,17,2020-08-10,18484,0,"Delhi",18484
"Delhi","Alpha",0,4,2020-08-24,18498,0,"Delhi",18498
"Delhi","Alpha",0,3,2020-08-31,18505,0,"Delhi",18505
"Delhi","Alpha",0,1,2020-09-07,18512,0,"Delhi",18512
"Delhi","Alpha",0,15,2020-09-28,18533,0,"Delhi",18533
"Delhi","Alpha",0,6,2020-10-05,18540,0,"Delhi",18540
"Delhi","Alpha",0,2,2020-10-12,18547,0,"Delhi",18547
"Delhi","Alpha",0,4,2020-10-26,18561,0,"Delhi",18561
"Delhi","Alpha",0,37,2020-11-02,18568,0,"Delhi",18568
"Delhi","Alpha",0,22,2020-11-09,18575,0,"Delhi",18575
"Delhi","Alpha",0,27,2020-11-16,18582,0,"Delhi",18582
"Delhi","Alpha",2,176,2020-11-23,18589,0.0113636363636364,"Delhi",18589
"Delhi","Alpha",1,133,2020-11-30,18596,0.0075187969924812,"Delhi",18596
"Delhi","Alpha",0,108,2020-12-07,18603,0,"Delhi",18603
"Delhi","Alpha",3,268,2020-12-14,18610,0.0111940298507463,"Delhi",18610
"Delhi","Alpha",3,272,2020-12-21,18617,0.0110294117647059,"Delhi",18617
"Delhi","Alpha",1,22,2020-12-28,18624,0.0454545454545455,"Delhi",18624
"Delhi","Alpha",0,11,2021-01-04,18631,0,"Delhi",18631
"Delhi","Alpha",3,29,2021-01-11,18638,0.103448275862069,"Delhi",18638
"Delhi","Alpha",1,19,2021-01-18,18645,0.0526315789473684,"Delhi",18645
"Delhi","Alpha",5,47,2021-01-25,18652,0.106382978723404,"Delhi",18652
"Delhi","Alpha",9,89,2021-02-01,18659,0.101123595505618,"Delhi",18659
"Delhi","Alpha",13,63,2021-02-08,18666,0.206349206349206,"Delhi",18666
"Delhi","Alpha",20,99,2021-02-15,18673,0.202020202020202,"Delhi",18673
"Delhi","Alpha",42,232,2021-02-22,18680,0.181034482758621,"Delhi",18680
"Delhi","Alpha",50,187,2021-03-01,18687,0.267379679144385,"Delhi",18687
"Delhi","Alpha",88,163,2021-03-08,18694,0.539877300613497,"Delhi",18694
"Delhi","Alpha",127,215,2021-03-15,18701,0.590697674418605,"Delhi",18701
"Delhi","Alpha",118,262,2021-03-22,18708,0.450381679389313,"Delhi",18708
"Delhi","Alpha",64,224,2021-03-29,18715,0.285714285714286,"Delhi",18715
"Delhi","Alpha",82,399,2021-04-05,18722,0.205513784461153,"Delhi",18722
"Delhi","Alpha",46,641,2021-04-12,18729,0.0717628705148206,"Delhi",18729
"Delhi","Alpha",23,661,2021-04-19,18736,0.0347957639939486,"Delhi",18736
"Delhi","Alpha",13,397,2021-04-26,18743,0.0327455919395466,"Delhi",18743
"Delhi","Alpha",11,281,2021-05-03,18750,0.0391459074733096,"Delhi",18750
"Delhi","Alpha",2,154,2021-05-10,18757,0.012987012987013,"Delhi",18757
"Delhi","Alpha",0,102,2021-05-17,18764,0,"Delhi",18764
"Delhi","Alpha",0,77,2021-05-24,18771,0,"Delhi",18771
"Delhi","Alpha",1,80,2021-05-31,18778,0.0125,"Delhi",18778
"Delhi","Alpha",0,23,2021-06-07,18785,0,"Delhi",18785
"Delhi","Alpha",0,19,2021-06-14,18792,0,"Delhi",18792
"Delhi","Alpha",0,17,2021-06-21,18799,0,"Delhi",18799
"Delhi","Alpha",0,25,2021-06-28,18806,0,"Delhi",18806
"Delhi","Alpha",0,31,2021-07-05,18813,0,"Delhi",18813
"Delhi","Alpha",1,30,2021-07-12,18820,0.0333333333333333,"Delhi",18820
"Delhi","Alpha",1,17,2021-07-19,18827,0.0588235294117647,"Delhi",18827
"Delhi","Alpha",0,20,2021-07-26,18834,0,"Delhi",18834
"Delhi","Alpha",0,67,2021-08-02,18841,0,"Delhi",18841
"Delhi","Alpha",0,62,2021-08-09,18848,0,"Delhi",18848
"Delhi","Alpha",0,54,2021-08-16,18855,0,"Delhi",18855
"Delhi","Alpha",0,76,2021-08-23,18862,0,"Delhi",18862
"Delhi","Alpha",0,98,2021-08-30,18869,0,"Delhi",18869
"Delhi","Alpha",0,110,2021-09-06,18876,0,"Delhi",18876
"Delhi","Alpha",0,120,2021-09-13,18883,0,"Delhi",18883
"Delhi","Alpha",0,129,2021-09-20,18890,0,"Delhi",18890
"Delhi","Alpha",0,114,2021-09-27,18897,0,"Delhi",18897
"Delhi","Alpha",1,115,2021-10-04,18904,0.00869565217391304,"Delhi",18904
"Delhi","Alpha",0,115,2021-10-11,18911,0,"Delhi",18911
"Delhi","Alpha",0,97,2021-10-18,18918,0,"Delhi",18918
"Delhi","Alpha",0,131,2021-10-25,18925,0,"Delhi",18925
"Delhi","Alpha",0,136,2021-11-01,18932,0,"Delhi",18932
"Delhi","Alpha",0,128,2021-11-08,18939,0,"Delhi",18939
"Delhi","Alpha",0,114,2021-11-15,18946,0,"Delhi",18946
"Delhi","Alpha",0,125,2021-11-22,18953,0,"Delhi",18953
"Delhi","Alpha",0,177,2021-11-29,18960,0,"Delhi",18960
"Delhi","Alpha",0,219,2021-12-06,18967,0,"Delhi",18967
"Delhi","Alpha",0,159,2021-12-13,18974,0,"Delhi",18974
"Delhi","Alpha",0,1025,2021-12-20,18981,0,"Delhi",18981
"Delhi","Alpha",0,1012,2021-12-27,18988,0,"Delhi",18988
"Delhi","Alpha",0,376,2022-01-03,18995,0,"Delhi",18995
"Delhi","Alpha",0,175,2022-01-10,19002,0,"Delhi",19002
"Delhi","Alpha",0,148,2022-01-17,19009,0,"Delhi",19009
"Delhi","Alpha",0,84,2022-01-24,19016,0,"Delhi",19016
"Delhi","Alpha",0,138,2022-01-31,19023,0,"Delhi",19023
"Delhi","Alpha",0,78,2022-02-07,19030,0,"Delhi",19030
"Delhi","Alpha",0,33,2022-02-14,19037,0,"Delhi",19037
"Delhi","Alpha",0,16,2022-02-21,19044,0,"Delhi",19044
"Delhi","Alpha",0,17,2022-02-28,19051,0,"Delhi",19051
"Delhi","Alpha",0,11,2022-03-07,19058,0,"Delhi",19058
"Delhi","Alpha",0,13,2022-03-14,19065,0,"Delhi",19065
"Delhi","Alpha",0,21,2022-03-21,19072,0,"Delhi",19072
"Delhi","Alpha",0,26,2022-03-28,19079,0,"Delhi",19079
"Delhi","Alpha",0,135,2022-04-04,19086,0,"Delhi",19086
"Delhi","Alpha",0,256,2022-04-11,19093,0,"Delhi",19093
"Delhi","Alpha",0,33,2022-04-18,19100,0,"Delhi",19100
"Delhi","Alpha",0,83,2022-04-25,19107,0,"Delhi",19107
"Delhi","Alpha",0,101,2022-05-02,19114,0,"Delhi",19114
"Delhi","Alpha",0,43,2022-05-09,19121,0,"Delhi",19121
"Delhi","Alpha",0,32,2022-05-16,19128,0,"Delhi",19128
"Delhi","Alpha",0,21,2022-05-23,19135,0,"Delhi",19135
"Delhi","Alpha",0,28,2022-05-30,19142,0,"Delhi",19142
"Delhi","Alpha",0,74,2022-06-06,19149,0,"Delhi",19149
"Delhi","Alpha",0,364,2022-06-13,19156,0,"Delhi",19156
"Delhi","Alpha",0,272,2022-06-20,19163,0,"Delhi",19163
"Delhi","Alpha",0,264,2022-06-27,19170,0,"Delhi",19170
"Delhi","Alpha",0,151,2022-07-04,19177,0,"Delhi",19177
"Delhi","Alpha",0,68,2022-07-11,19184,0,"Delhi",19184
"Delhi","Alpha",0,14,2022-07-18,19191,0,"Delhi",19191
"Delhi","Alpha",0,3,2022-07-25,19198,0,"Delhi",19198
"Gujarat","Alpha",0,54,2020-06-01,18414,0,"Gujarat",18414
"Gujarat","Alpha",0,127,2020-06-08,18421,0,"Gujarat",18421
"Gujarat","Alpha",0,112,2020-06-15,18428,0,"Gujarat",18428
"Gujarat","Alpha",0,40,2020-06-22,18435,0,"Gujarat",18435
"Gujarat","Alpha",0,5,2020-06-29,18442,0,"Gujarat",18442
"Gujarat","Alpha",0,41,2020-07-06,18449,0,"Gujarat",18449
"Gujarat","Alpha",0,35,2020-07-13,18456,0,"Gujarat",18456
"Gujarat","Alpha",0,4,2020-07-27,18470,0,"Gujarat",18470
"Gujarat","Alpha",0,2,2020-08-31,18505,0,"Gujarat",18505
"Gujarat","Alpha",0,1,2020-10-19,18554,0,"Gujarat",18554
"Gujarat","Alpha",0,6,2020-11-09,18575,0,"Gujarat",18575
"Gujarat","Alpha",0,2,2020-11-16,18582,0,"Gujarat",18582
"Gujarat","Alpha",4,89,2020-11-23,18589,0.0449438202247191,"Gujarat",18589
"Gujarat","Alpha",0,53,2020-11-30,18596,0,"Gujarat",18596
"Gujarat","Alpha",1,57,2020-12-07,18603,0.0175438596491228,"Gujarat",18603
"Gujarat","Alpha",1,113,2020-12-14,18610,0.00884955752212389,"Gujarat",18610
"Gujarat","Alpha",18,67,2020-12-21,18617,0.26865671641791,"Gujarat",18617
"Gujarat","Alpha",5,38,2020-12-28,18624,0.131578947368421,"Gujarat",18624
"Gujarat","Alpha",2,41,2021-01-04,18631,0.0487804878048781,"Gujarat",18631
"Gujarat","Alpha",0,17,2021-01-11,18638,0,"Gujarat",18638
"Gujarat","Alpha",1,6,2021-01-18,18645,0.166666666666667,"Gujarat",18645
"Gujarat","Alpha",0,6,2021-01-25,18652,0,"Gujarat",18652
"Gujarat","Alpha",3,106,2021-02-01,18659,0.0283018867924528,"Gujarat",18659
"Gujarat","Alpha",5,36,2021-02-08,18666,0.138888888888889,"Gujarat",18666
"Gujarat","Alpha",25,59,2021-02-15,18673,0.423728813559322,"Gujarat",18673
"Gujarat","Alpha",10,25,2021-02-22,18680,0.4,"Gujarat",18680
"Gujarat","Alpha",6,19,2021-03-01,18687,0.315789473684211,"Gujarat",18687
"Gujarat","Alpha",6,36,2021-03-08,18694,0.166666666666667,"Gujarat",18694
"Gujarat","Alpha",22,65,2021-03-15,18701,0.338461538461538,"Gujarat",18701
"Gujarat","Alpha",52,156,2021-03-22,18708,0.333333333333333,"Gujarat",18708
"Gujarat","Alpha",42,158,2021-03-29,18715,0.265822784810127,"Gujarat",18715
"Gujarat","Alpha",7,231,2021-04-05,18722,0.0303030303030303,"Gujarat",18722
"Gujarat","Alpha",11,238,2021-04-12,18729,0.046218487394958,"Gujarat",18729
"Gujarat","Alpha",3,185,2021-04-19,18736,0.0162162162162162,"Gujarat",18736
"Gujarat","Alpha",1,117,2021-04-26,18743,0.00854700854700855,"Gujarat",18743
